col1, col2, col3, col4, col5, col6, col7
1609110000,26481.6,26497.9,26481.6,26484.1,2.18760023,19
1609110300,26484.1,26484.1,26484.1,26484.1,0.00348909,1
1609114800,29996.9,29996.9,29996.9,29996.9,0.001,1
1609120500,26980.3,26980.3,26980.3,26980.3,0.001,2
1609120800,27146.8,27146.8,27146.8,27146.8,0.001,1
1609123800,27034.9,27055.5,27034.9,27055.5,0.002,4
1609132800,27081.4,27081.4,27081.4,27081.4,0.00128294,2
1609133100,27137.9,27137.9,27137.9,27137.9,0.001,1
1609137000,26913.9,26913.9,26913.9,26913.9,0.1669351,3
1609137600,26945.5,26945.5,26945.5,26945.5,0.08013183,1
1609153200,26701.2,26701.2,26701.2,26701.2,0.00301261,3
1609153800,26776.1,26776.1,26776.1,26776.1,0.12133862,1
1609155300,26670.9,26670.9,26644.2,26644.2,0.03111941,2
1609160700,27178.0,27178.0,27178.0,27178.0,0.02709145,2
1609165800,27227.1,27227.1,27227.1,27227.1,0.00910136,3
1609173000,26969.2,26969.2,26969.2,26969.2,0.14478924,5
1609173300,27049.9,27049.9,27049.9,27049.9,0.02171488,4
1609178700,27180.4,27180.4,27179.6,27179.6,0.15343302,6
1609179300,27097.3,27097.3,27097.3,27097.3,0.10859369,1
1609192800,26686.9,26686.9,26686.9,26686.9,0.015813,1
1609194000,26661.6,26661.6,26661.6,26661.6,0.12133862,3
1609202100,26836.0,26836.0,26836.0,26836.0,0.00512279,1
1609202400,26742.9,26742.9,26742.9,26742.9,0.00101288,1
1609203900,26731.2,26731.2,26731.2,26731.2,0.00250276,1
1609204200,26766.8,26766.8,26766.8,26766.8,0.00997606,1
1609214700,26336.6,26336.6,26279.9,26279.9,0.01111134,5
1609230900,26501.9,26501.9,26501.9,26501.9,0.02211091,1
1609232400,26576.6,26576.6,26576.6,26576.6,0.00618121,1
1609242900,26654.4,26654.4,26654.4,26654.4,0.00285442,1
1609255500,26469.1,26469.1,26469.1,26469.1,0.00200501,2
1609260600,26250.8,26250.8,26250.8,26250.8,0.002,3
1609275300,26983.5,26983.5,26983.5,26983.5,0.04019838,5
1609287300,27661.8,27661.8,27661.8,27661.8,0.005,1
1609309500,28190.9,28190.9,28190.9,28190.9,0.00997606,1
1609316700,27870.3,27870.3,27870.3,27870.3,0.00300553,3
1609318800,27485.7,27485.7,27485.7,27485.7,0.004008,4
1609325700,27798.8,27798.8,27798.8,27798.8,0.00144028,1
1609365300,29998.7,29998.7,29998.7,29998.7,0.0053051,1
1609372800,27905.3,27905.3,27905.3,27905.3,0.004,3
1609382700,28752.1,28752.1,28752.1,28752.1,0.02030836,1
1609401900,29076.4,29076.4,29076.4,29076.4,0.0012037,1
1609416900,28882.2,28882.2,28882.2,28882.2,0.0051624,2
1609421100,28386.5,28386.5,28386.5,28386.5,0.01171137,1
1609421700,28424.6,28424.6,28424.6,28424.6,0.07730146,1
1609422300,28575.9,28575.9,28535.4,28555.9,0.15460292,6
1609422600,28549.0,28549.0,28549.0,28549.0,0.07730146,1
1609423500,28401.5,28423.2,28394.7,28394.7,0.13772212,7
1609424100,28389.9,28389.9,28389.9,28389.9,0.09090515,2
1609424400,28387.0,28387.0,28387.0,28387.0,0.09090515,2
1609425300,28211.1,28211.1,28211.1,28211.1,0.01951941,1
1609425900,28409.5,28409.5,28409.5,28409.5,0.01178108,1
1609427100,28548.2,28548.2,28548.2,28548.2,0.00454855,2
1609427400,28649.4,28649.4,28649.4,28649.4,0.00227846,1
1609429800,28777.8,28777.8,28777.8,28777.8,0.005,3
1609431000,28730.7,28730.7,28730.7,28730.7,0.00725554,1
